교재,레벨,구간,Chapter,영어,뜻,,
T-map,Basic,A4-A6,2,try to,"~하려고 노력하다, 애쓰다",,
T-map,Basic,A4-A6,2,wood,나무,,
T-map,Basic,A4-A6,3,accessory,"장신구, 액세서리",,
T-map,Basic,A4-A6,3,all of a sudden,갑자기,,
T-map,Basic,A4-A6,3,among,(셋 이상의) 사이에,,
T-map,Basic,A4-A6,3,be able to,~할 수 있다,,
T-map,Basic,A4-A6,3,block,(건물) 단지,,
T-map,Basic,A4-A6,3,break,"휴식, 방학",,
T-map,Basic,A4-A6,3,cheap,"저렴한, 싼",,
T-map,Basic,A4-A6,3,comic book,만화책,,
T-map,Basic,A4-A6,3,construction,"건설, 공사",,
T-map,Basic,A4-A6,3,crowd,"사람들, 무리",,
T-map,Basic,A4-A6,3,damaged,손상된,,
T-map,Basic,A4-A6,3,device,장치,,
T-map,Basic,A4-A6,3,fair,박람회,,
T-map,Basic,A4-A6,3,fill A with B,A를 B로 채우다,,
T-map,Basic,A4-A6,3,fit into,~에 들어맞다,,
T-map,Basic,A4-A6,3,fix,수리하다,,
T-map,Basic,A4-A6,3,grab,잡다,,
T-map,Basic,A4-A6,3,hammer,망치,,
T-map,Basic,A4-A6,3,I think so.,그런 것 같아요,,
T-map,Basic,A4-A6,3,instead of,~ 대신에,,
T-map,Basic,A4-A6,3,invent,발명하다,,
T-map,Basic,A4-A6,3,Let me take a look at,제가 ~을 한번 볼게요,,
T-map,Basic,A4-A6,3,lift,들어 올리다,,
T-map,Basic,A4-A6,3,limited,제한된,,
T-map,Basic,A4-A6,3,machine,기계,,
T-map,Basic,A4-A6,3,modern,현대적인,,
T-map,Basic,A4-A6,3,much more ~ than,~보다 훨씬 더 많은 ~,,
T-map,Basic,A4-A6,3,notice,알아차리다,,
T-map,Basic,A4-A6,3,owner,주인,,
T-map,Basic,A4-A6,3,plan,계획하다,,
T-map,Basic,A4-A6,3,possible,가능한,,
T-map,Basic,A4-A6,3,reach,손(발)을 뻗다,,
T-map,Basic,A4-A6,3,rope,밧줄,,
T-map,Basic,A4-A6,3,security,"보안, 경비",,
T-map,Basic,A4-A6,3,stop A from B,A가 B하는 것을 막다,,
T-map,Basic,A4-A6,3,transfer,"옮기다, 갈아타다",,
T-map,Basic,A4-A6,3,wall,벽,,
T-map,Basic,A4-A6,3,whole,전체의,,
T-map,Basic,A4-A6,3,wooden,나무로 된,,
T-map,Basic,A4-A6,3,Would you lend me ~?,저에게 ~을 빌려주시겠어요?,,
T-map,Basic,A4-A6,4,adult,"성인, 어른",,
T-map,Basic,A4-A6,4,afterwards,"후에, 그 뒤에",,
T-map,Basic,A4-A6,4,animation,만화 영화,,
T-map,Basic,A4-A6,4,as well,"또한, 역시",,
T-map,Basic,A4-A6,4,be remembered for,~으로 기억되다,,
T-map,Basic,A4-A6,4,blend,"섞다, 조합하다",,
T-map,Basic,A4-A6,4,cartoon,만화 영화,,
T-map,Basic,A4-A6,4,cause,~하게 (야기)하다,,
T-map,Basic,A4-A6,4,complete,완성하다,,
T-map,Basic,A4-A6,4,concern,"걱정, 우려",,
T-map,Basic,A4-A6,4,despite,~에도 불구하고,,
T-map,Basic,A4-A6,4,digitally,디지털 방식으로,,
T-map,Basic,A4-A6,4,disappointed,실망한,,
T-map,Basic,A4-A6,4,don't have to,~할 필요가 없다,,
T-map,Basic,A4-A6,4,earn,벌다,,
T-map,Basic,A4-A6,4,encourage,"격려하다, 장려하다",,
T-map,Basic,A4-A6,4,fall down,"넘어지다, 하락하다",,
T-map,Basic,A4-A6,4,fantasy,"공상, 상상",,
T-map,Basic,A4-A6,4,film,영화,,
T-map,Basic,A4-A6,4,hardship,"어려움, 곤란",,
T-map,Basic,A4-A6,4,homeroom teacher,담임 선생(교사),,
T-map,Basic,A4-A6,4,How interesting!,흥미롭네요!,,
T-map,Basic,A4-A6,4,I forgot to,나는 ~할 것을 깜빡 잊었어,,
T-map,Basic,A4-A6,4,indoors,실내에(서),,
T-map,Basic,A4-A6,4,international,국제적인,,
T-map,Basic,A4-A6,4,keep,기르다,,
T-map,Basic,A4-A6,4,laugh at,~을 비웃다,,
T-map,Basic,A4-A6,4,nearby,"가까운, 인근의",,
T-map,Basic,A4-A6,4,Not really.,"그다지요, 그렇지 않아요",,
T-map,Basic,A4-A6,4,outdoor,"야외의, 실외의",,
T-map,Basic,A4-A6,4,require,"필요로 하다, 요구하다",,
T-map,Basic,A4-A6,4,sit through,~을 끝까지 앉아서 보다(듣다),,
T-map,Basic,A4-A6,4,surroundings,(주변) 환경,,
T-map,Basic,A4-A6,4,technology,기술,,
T-map,Basic,A4-A6,4,thanks to,~ 덕분에,,
T-map,Basic,A4-A6,4,That's horrible!,끔찍하네요!,,
T-map,Basic,A4-A6,4,the public,대중,,
T-map,Basic,A4-A6,4,title,제목을 붙이다,,
T-map,Basic,A4-A6,4,used to,~하곤 했다,,
T-map,Basic,A4-A6,4,warn,경고하다,,
T-map,Basic,A4-A6,5,attend,참석하다,,
T-map,Basic,A4-A6,5,attract,끌어모으다,,
T-map,Basic,A4-A6,5,bucket,양동이,,
T-map,Basic,A4-A6,5,celebration,기념(축하) 행사,,
T-map,Basic,A4-A6,5,competition,대회,,
T-map,Basic,A4-A6,5,customer,"손님, 고객",,
T-map,Basic,A4-A6,5,dress code,(직장 등의) 복장 규정,,
T-map,Basic,A4-A6,5,elderly,나이가 드신,,
T-map,Basic,A4-A6,5,escape,"달아나다, 탈출하다",,
T-map,Basic,A4-A6,5,gather,모이다,,
T-map,Basic,A4-A6,5,holiday,"휴일, 명절",,
T-map,Basic,A4-A6,5,in that case,"그 경우에는, 그럼",,
T-map,Basic,A4-A6,5,It's because,그것은 ~이기 때문이야,,
T-map,Basic,A4-A6,5,join,"함께하다, 참가하다",,
T-map,Basic,A4-A6,5,make a mess,엉망진창으로 만들다,,
T-map,Basic,A4-A6,5,memorize,암기하다,,
T-map,Basic,A4-A6,5,miss,놓치다,,
T-map,Basic,A4-A6,5,participant,참가자,,
T-map,Basic,A4-A6,5,participate in,~에 참가하다,,
T-map,Basic,A4-A6,5,pole,"막대기, 장대",,
T-map,Basic,A4-A6,5,popular,인기 있는,,
T-map,Basic,A4-A6,5,pour,붓다,,
T-map,Basic,A4-A6,5,Probably not.,아마도 (~이) 아닐 거야,,
T-map,Basic,A4-A6,5,rule,규칙,,
T-map,Basic,A4-A6,5,shoot,"쏘다, 발사하다",,
T-map,Basic,A4-A6,5,slide,미끄러지다,,
T-map,Basic,A4-A6,5,slippery,미끄러운,,
T-map,Basic,A4-A6,5,special,특선 요리,,
T-map,Basic,A4-A6,5,spray,뿌리다,,
T-map,Basic,A4-A6,5,statue,조각상,,
T-map,Basic,A4-A6,5,thousands of,수천의,,
T-map,Basic,A4-A6,5,tongue,혀,,
T-map,Basic,A4-A6,5,toss,던지기,,
T-map,Basic,A4-A6,5,tradition,전통,,
T-map,Basic,A4-A6,5,trunk,(코끼리의) 코,,
T-map,Basic,A4-A6,5,tuna,참치,,
T-map,Basic,A4-A6,5,wash away,~을 쓸어가다,,
T-map,Basic,A4-A6,5,weekend,주말,,
T-map,Basic,A4-A6,5,while,~하는 동안,,
T-map,Basic,A4-A6,5,Why don't you ~?,~하는 것이 어때?,,
T-map,Basic,A4-A6,6,arrive,도착하다,,
T-map,Basic,A4-A6,6,background,배경,,
T-map,Basic,A4-A6,6,be familiar with,~에 익숙하다,,
T-map,Basic,A4-A6,6,be held,"개최되다, 열리다",,
T-map,Basic,A4-A6,6,be thankful for,~에 대해 감사하다,,
T-map,Basic,A4-A6,6,borrow,빌리다,,
T-map,Basic,A4-A6,6,celebrate,기념하다,,
T-map,Basic,A4-A6,6,decide,결정하다,,
T-map,Basic,A4-A6,6,destination,목적지,,
T-map,Basic,A4-A6,6,dish,요리,,
T-map,Basic,A4-A6,6,favorite,가장 좋아하는,,
T-map,Basic,A4-A6,6,gather,모이다,,
T-map,Basic,A4-A6,6,generation,세대,,
T-map,Basic,A4-A6,6,give thanks,감사를 표하다,,
T-map,Basic,A4-A6,6,happiness,행복,,
T-map,Basic,A4-A6,6,holiday,"휴일, 명절",,
T-map,Basic,A4-A6,6,host,"주최하다, 열다",,
T-map,Basic,A4-A6,6,I suggest you,나는 네가 ~하기를 제안해,,
T-map,Basic,A4-A6,6,I'm free on,나는 ~에 시간이 있어,,
T-map,Basic,A4-A6,6,instead of,~ 대신에,,
T-map,Basic,A4-A6,6,invitation,초대,,
T-map,Basic,A4-A6,6,mixed,"뒤섞인, 잡다한",,
T-map,Basic,A4-A6,6,most importantly,가장 중요하게도,,
T-map,Basic,A4-A6,6,nearby,"인근의, 가까운",,
T-map,Basic,A4-A6,6,nowadays,요즘에는,,
T-map,Basic,A4-A6,6,out of stock,재고가 떨어진,,
T-map,Basic,A4-A6,6,provide,제공하다,,
T-map,Basic,A4-A6,6,put on,~을 입다,,
T-map,Basic,A4-A6,6,reindeer,순록,,
T-map,Basic,A4-A6,6,season,"(1년 중에 특정한 활동이 이루어지는) 철, 시즌",,
T-map,Basic,A4-A6,6,season's greetings,(인사말로 쓰여) 즐거운 크리스마스(연말) 되세요,,
T-map,Basic,A4-A6,6,spirit,기분,,
T-map,Basic,A4-A6,6,stadium,경기장,,
T-map,Basic,A4-A6,6,Thanksgiving,추수감사절,,
T-map,Basic,A4-A6,6,That sounds like,그것은 ~인 것 같아,,
T-map,Basic,A4-A6,6,That's so nice of you.,그렇게 하다니 참 친절하구나,,
T-map,Basic,A4-A6,6,turkey,칠면조,,
T-map,Basic,A4-A6,6,ugly,"못난, 보기 싫은",,
T-map,Basic,A4-A6,6,usually,"보통, 대개",,
T-map,Basic,A4-A6,6,would like,"~하고 싶다, 바라다",,
T-map,Basic,A4-A6,7,advice,"조언, 충고",,
T-map,Basic,A4-A6,7,aim,"목적, 목표",,
T-map,Basic,A4-A6,7,alone,혼자의,,
T-map,Basic,A4-A6,7,appear,~인 것 같다,,
T-map,Basic,A4-A6,7,be proud of,~을 자랑스러워하다,,
T-map,Basic,A4-A6,7,billion,10억,,
T-map,Basic,A4-A6,7,bother,괴롭히다,,
T-map,Basic,A4-A6,7,brand-new,"완전 새것인, 새로 나온",,
T-map,Basic,A4-A6,7,break,쉬는 시간,,
T-map,Basic,A4-A6,7,bully,"(약자를) 괴롭히다, (약자를) 괴롭히는 사람",,
T-map,Basic,A4-A6,7,charity,자선 단체,,
T-map,Basic,A4-A6,7,comfortable,편안한,,
T-map,Basic,A4-A6,7,confident,자신감 있는,,
T-map,Basic,A4-A6,7,directly,"직접, 바로",,
T-map,Basic,A4-A6,7,discuss,상의하다,,
T-map,Basic,A4-A6,7,dishonest,부정직한,,
T-map,Basic,A4-A6,7,Do you mean ~?,~을 말하는 거니?,,
T-map,Basic,A4-A6,7,donate,기부하다,,
T-map,Basic,A4-A6,7,donation,기부,,
T-map,Basic,A4-A6,7,gossip,"소문, 험담",,
T-map,Basic,A4-A6,7,honest,정직한,,
T-map,Basic,A4-A6,7,How do you like ~?,~은 어때요?,,
T-map,Basic,A4-A6,7,in need,어려움에 처한,,
T-map,Basic,A4-A6,7,in truth,사실은,,
T-map,Basic,A4-A6,7,inspire,"고무하다, 격려하다",,
T-map,Basic,A4-A6,7,Not at all.,전혀 그렇지 않아,,
T-map,Basic,A4-A6,7,of one's own,자기 자신의,,
T-map,Basic,A4-A6,7,principle,원칙,,
T-map,Basic,A4-A6,7,profit,이익,,
T-map,Basic,A4-A6,7,properly,적절하게,,
T-map,Basic,A4-A6,7,realize,깨닫다,,
T-map,Basic,A4-A6,7,recommend,"제안하다, 권하다",,
T-map,Basic,A4-A6,7,research,"연구, 조사",,
T-map,Basic,A4-A6,7,spend time with,~와 시간을 보내다,,
T-map,Basic,A4-A6,7,suggestion,제안,,
T-map,Basic,A4-A6,7,support,"지지하다, 옹호하다",,
T-map,Basic,A4-A6,7,temperature,"온도, 기온",,
T-map,Basic,A4-A6,7,The same goes for,~도 마찬가지입니다,,
T-map,Basic,A4-A6,7,unfair,불공평한,,
T-map,Basic,A4-A6,7,volunteer,자원봉사자,,
T-map,Basic,A4-A6,8,at the same time,동시에,,
T-map,Basic,A4-A6,8,be connected to,~와 연관되다,,
T-map,Basic,A4-A6,8,benefit,"혜택, 이점",,
T-map,Basic,A4-A6,8,communication,의사소통,,
T-map,Basic,A4-A6,8,create,만들어내다,,
T-map,Basic,A4-A6,8,deliver,배달하다,,
T-map,Basic,A4-A6,8,discussion,논의,,
T-map,Basic,A4-A6,8,electronic,전자의,,
T-map,Basic,A4-A6,8,environmental,환경의,,
T-map,Basic,A4-A6,8,for instance,예를 들어,,
T-map,Basic,A4-A6,8,grocery store,"식품점, 슈퍼마켓",,
T-map,Basic,A4-A6,8,I am pleased to,나는 ~해서 기쁘다,,
T-map,Basic,A4-A6,8,I'm about to,나는 막 ~하려는 참이다,,
T-map,Basic,A4-A6,8,improve,"개선하다, 향상시키다",,
T-map,Basic,A4-A6,8,increase,증가하다,,
T-map,Basic,A4-A6,8,lead to,~으로 이어지다,,
T-map,Basic,A4-A6,8,mailbox,우편함,,
T-map,Basic,A4-A6,8,movement,(사람들이 조직적으로 벌이는) 운동,,
T-map,Basic,A4-A6,8,normally,보통,,
T-map,Basic,A4-A6,8,nutrient,"영양분, 영양소",,
T-map,Basic,A4-A6,8,occur,발생하다,,
T-map,Basic,A4-A6,8,order,주문하다,,
T-map,Basic,A4-A6,8,origin,"기원, 근원",,
T-map,Basic,A4-A6,8,own,소유하다,,
T-map,Basic,A4-A6,8,photographer,사진작가,,
T-map,Basic,A4-A6,8,pollution,오염,,
T-map,Basic,A4-A6,8,product,상품,,
T-map,Basic,A4-A6,8,protection,보호,,
T-map,Basic,A4-A6,8,purchase,"구입, 구매",,
T-map,Basic,A4-A6,8,purpose,목적,,
T-map,Basic,A4-A6,8,relationship,관계,,
T-map,Basic,A4-A6,8,spread,퍼지다,,
T-map,Basic,A4-A6,8,symptom,증상,,
T-map,Basic,A4-A6,8,thanks to,~ 덕분에,,
T-map,Basic,A4-A6,8,That's awful.,그건 좀 심하네요,,
T-map,Basic,A4-A6,8,the planet,지구,,
T-map,Basic,A4-A6,8,trend,"경향, 추세",,
T-map,Basic,A4-A6,8,Unbelievable!,믿을 수가 없어!,,
T-map,Basic,A4-A6,8,unique,독특한,,
T-map,Basic,A4-A6,8,various,다양한,,
T-map,Basic,A4-A6,9,according to,~에 따르면,,
T-map,Basic,A4-A6,9,activity,활동,,
T-map,Basic,A4-A6,9,attractive,매력적인,,
T-map,Basic,A4-A6,9,benefit,"이점, 이익을 얻다",,
T-map,Basic,A4-A6,9,board,널빤지,,
T-map,Basic,A4-A6,9,brain,두뇌,,
T-map,Basic,A4-A6,9,concentrate,집중하다,,
T-map,Basic,A4-A6,9,educational,교육적인,,
T-map,Basic,A4-A6,9,effect,효과,,
T-map,Basic,A4-A6,9,entrance fee,입장료,,
T-map,Basic,A4-A6,9,equipment,장비,,
T-map,Basic,A4-A6,9,errand,심부름,,
T-map,Basic,A4-A6,9,explore,탐험하다,,
T-map,Basic,A4-A6,9,float,떠가다,,
T-map,Basic,A4-A6,9,form,형태,,
T-map,Basic,A4-A6,9,free time,자유 시간,,
T-map,Basic,A4-A6,9,grow,증가하다,,
T-map,Basic,A4-A6,9,I'm interested in,나는 ~에 관심이 있어,,
T-map,Basic,A4-A6,9,improved,향상된,,
T-map,Basic,A4-A6,9,inconvenience,불편,,
T-map,Basic,A4-A6,9,introduce,"소개하다, 알리다",,
T-map,Basic,A4-A6,9,Is something wrong?,뭐가 잘못됐나요?,,
T-map,Basic,A4-A6,9,leisure,여가,,
T-map,Basic,A4-A6,9,memory,기억력,,
T-map,Basic,A4-A6,9,mental,"지능의, 정신의",,
T-map,Basic,A4-A6,9,mixture,혼합물,,
T-map,Basic,A4-A6,9,nearby,"인근의, 가까운",,
T-map,Basic,A4-A6,9,No worries.,걱정하지 마,,
T-map,Basic,A4-A6,9,perform,수행하다,,
T-map,Basic,A4-A6,9,popularity,인기,,
T-map,Basic,A4-A6,9,positive,긍정적인,,
T-map,Basic,A4-A6,9,scenery,"경치, 풍경",,
T-map,Basic,A4-A6,9,since,~ 이래로,,
T-map,Basic,A4-A6,9,spot,"점, 얼룩",,
T-map,Basic,A4-A6,9,stressed,스트레스를 받는,,
T-map,Basic,A4-A6,9,technical,기술적인,,
T-map,Basic,A4-A6,9,That's unbelievable!,그거 믿을 수가 없군요!,,
T-map,Basic,A4-A6,9,try ~ing,(시험 삼아) ~해보다,,
T-map,Basic,A4-A6,9,unnecessary,불필요한,,
T-map,Basic,A4-A6,9,wave,파도,,
T-map,Basic,A4-A6,10,attract,끌어들이다,,
T-map,Basic,A4-A6,10,be famous for,~으로 유명하다,,
T-map,Basic,A4-A6,10,beauty,아름다움,,
T-map,Basic,A4-A6,10,behave,행동하다,,
T-map,Basic,A4-A6,10,check-up,(건강)검진,,
T-map,Basic,A4-A6,10,chemical,화학 물질,,
T-map,Basic,A4-A6,10,damage,"손상을 주다, 훼손하다",,
T-map,Basic,A4-A6,10,dangerous,위험한,,
T-map,Basic,A4-A6,10,depend on,~에 의존하다,,
T-map,Basic,A4-A6,10,destroy,파괴하다,,
T-map,Basic,A4-A6,10,echo,"울림, 메아리",,
T-map,Basic,A4-A6,10,endangered,멸종 위기에 처한,,
T-map,Basic,A4-A6,10,enemy,적,,
T-map,Basic,A4-A6,10,fly,파리,,
T-map,Basic,A4-A6,10,forever,영원히,,
T-map,Basic,A4-A6,10,hide,숨다,,
T-map,Basic,A4-A6,10,How did it go?,어떻게 됐니?,,
T-map,Basic,A4-A6,10,How much do you weight?,너는 몸무게가 얼마나 나가니?,,
T-map,Basic,A4-A6,10,imitate,모방하다,,
T-map,Basic,A4-A6,10,jellyfish,해파리,,
T-map,Basic,A4-A6,10,kingdom,왕국,,
T-map,Basic,A4-A6,10,Let me think.,잠시만요 (생각해 볼게요),,
T-map,Basic,A4-A6,10,life form,생물체,,
T-map,Basic,A4-A6,10,lizard,도마뱀,,
T-map,Basic,A4-A6,10,nature,자연,,
T-map,Basic,A4-A6,10,pattern,"무늬, 패턴",,
T-map,Basic,A4-A6,10,physics,물리학,,
T-map,Basic,A4-A6,10,pollution,오염,,
T-map,Basic,A4-A6,10,produce,만들어내다,,
T-map,Basic,A4-A6,10,report,보고하다,,
T-map,Basic,A4-A6,10,seashell,조개껍데기,,
T-map,Basic,A4-A6,10,shape,모양,,
T-map,Basic,A4-A6,10,suffer,고통받다,,
T-map,Basic,A4-A6,10,Take it easy.,진정해,,
T-map,Basic,A4-A6,10,ticket booth,매표소,,
T-map,Basic,A4-A6,10,too ~ to,너무 ~해서 ~할 수 없는,,
T-map,Basic,A4-A6,10,totally,완전히,,
T-map,Basic,A4-A6,10,turn,변하게 만들다,,
T-map,Basic,A4-A6,10,various,다양한,,
T-map,Basic,A4-A6,10,weak,약한,,
T-map,Basic,B1-B3,1,according to,~에 따르면,,
T-map,Basic,B1-B3,1,Are you worried about something?,너 뭔가 고민거리가 있니?,,
T-map,Basic,B1-B3,1,assign,배정하다,,
T-map,Basic,B1-B3,1,benefit,~에게 이롭다,,
T-map,Basic,B1-B3,1,both A and B,A와 B 둘 다,,
T-map,Basic,B1-B3,1,communication,의사소통,,
T-map,Basic,B1-B3,1,contact,접촉,,
T-map,Basic,B1-B3,1,department,부서,,
T-map,Basic,B1-B3,1,dig into,~을 깊이 파고들다,,
T-map,Basic,B1-B3,1,emotional,정서적인,,
T-map,Basic,B1-B3,1,entrance,"입구, 문",,
T-map,Basic,B1-B3,1,finding,연구 결과,,
T-map,Basic,B1-B3,1,function,기능,,
T-map,Basic,B1-B3,1,involve,포함하다,,
T-map,Basic,B1-B3,1,learn,배우다,,
T-map,Basic,B1-B3,1,loss,"손실, 상실",,
T-map,Basic,B1-B3,1,memory,기억(력),,
T-map,Basic,B1-B3,1,mental,정신적인,,
T-map,Basic,B1-B3,1,participant,참가자,,
T-map,Basic,B1-B3,1,pick up,"(습관, 재주 등을) 익히다",,
T-map,Basic,B1-B3,1,population,인구,,
T-map,Basic,B1-B3,1,quality,질,,
T-map,Basic,B1-B3,1,regularly,"자주, 주기적으로",,
T-map,Basic,B1-B3,1,relieve,완화시키다,,
T-map,Basic,B1-B3,1,research,연구,,
T-map,Basic,B1-B3,1,simple,간단한,,
T-map,Basic,B1-B3,1,since,~ 때문에,,
T-map,Basic,B1-B3,1,solution,해결책,,
T-map,Basic,B1-B3,1,state,상태,,
T-map,Basic,B1-B3,1,stranger,낯선 사람,,
T-map,Basic,B1-B3,1,suffer from,~으로 고통받다,,
T-map,Basic,B1-B3,1,symptom,증상,,
T-map,Basic,B1-B3,1,take the place of,~을 대체하다,,
T-map,Basic,B1-B3,1,tend to,~하는 경향이 있다,,
T-map,Basic,B1-B3,1,therapy,치료,,
T-map,Basic,B1-B3,1,through,~을 통해,,
T-map,Basic,B1-B3,1,trouble,문제,,
T-map,Basic,B1-B3,1,What can I do for you?,무엇을 도와드릴까요?,,
T-map,Basic,B1-B3,1,What do you mean by ~?,~은 무슨 뜻이죠?,,
T-map,Basic,B1-B3,1,You're the best!,네가 최고야!,,
T-map,Basic,B1-B3,2,article,"글, 기사",,
T-map,Basic,B1-B3,2,as a result,그 결과로,,
T-map,Basic,B1-B3,2,be concerned about,~에 대해 걱정하다,,
T-map,Basic,B1-B3,2,benefit,이점,,
T-map,Basic,B1-B3,2,block,막다,,
T-map,Basic,B1-B3,2,blood flow,혈류,,
T-map,Basic,B1-B3,2,branch,"지사, 지점",,
T-map,Basic,B1-B3,2,brilliant,명석한,,
T-map,Basic,B1-B3,2,cancer,암,,
T-map,Basic,B1-B3,2,childhood,어린 시절,,
T-map,Basic,B1-B3,2,come up with,~을 생각해내다,,
T-map,Basic,B1-B3,2,contain,함유하다,,
T-map,Basic,B1-B3,2,diet,식사,,
T-map,Basic,B1-B3,2,digestion,소화,,
T-map,Basic,B1-B3,2,Do you have any plans for tomorrow?,넌 내일 무슨 계획이 있니?,,
T-map,Basic,B1-B3,2,end up,결국 ~이 되다,,
T-map,Basic,B1-B3,2,expert,전문가,,
T-map,Basic,B1-B3,2,for free,무료로,,
T-map,Basic,B1-B3,2,gather,모으다,,
T-map,Basic,B1-B3,2,handle,처리하다,,
T-map,Basic,B1-B3,2,heart attack,심장마비,,
T-map,Basic,B1-B3,2,heavily,심하게,,
T-map,Basic,B1-B3,2,Here you go.,여기 있어요,,
T-map,Basic,B1-B3,2,I was wondering if,나는 ~인지 궁금해하고 있었어,,
T-map,Basic,B1-B3,2,ingredient,"재료, 성분",,
T-map,Basic,B1-B3,2,invisible,보이지 않는,,
T-map,Basic,B1-B3,2,Long time no see.,오랜만이야,,
T-map,Basic,B1-B3,2,memory,기억력,,
T-map,Basic,B1-B3,2,passenger,승객,,
T-map,Basic,B1-B3,2,polluted,오염된,,
T-map,Basic,B1-B3,2,product,상품,,
T-map,Basic,B1-B3,2,promote,홍보하다,,
T-map,Basic,B1-B3,2,pure,깨끗한,,
T-map,Basic,B1-B3,2,quality,질,,
T-map,Basic,B1-B3,2,reality,현실,,
T-map,Basic,B1-B3,2,recently,최근에,,
T-map,Basic,B1-B3,2,reduce,감소시키다,,
T-map,Basic,B1-B3,2,resident,거주민,,
T-map,Basic,B1-B3,2,trend,추세,,
T-map,Basic,B1-B3,2,worth,~의 가치가 있는,,
T-map,Basic,B1-B3,3,all the way to,~까지 내내,,
T-map,Basic,B1-B3,3,alone,혼자서,,
T-map,Basic,B1-B3,3,Are you on your way?,너 오는 중이니?,,
T-map,Basic,B1-B3,3,as long as,~하는 한,,
T-map,Basic,B1-B3,3,blow out,~을 불어서 끄다,,
T-map,Basic,B1-B3,3,celebrate,축하하다,,
T-map,Basic,B1-B3,3,certain,특정한,,
T-map,Basic,B1-B3,3,chemical,화학 물질,,
T-map,Basic,B1-B3,3,embarrassed,창피한,,
T-map,Basic,B1-B3,3,entire,"전체의, 온",,
T-map,Basic,B1-B3,3,facial,"얼굴의, 안면의",,
T-map,Basic,B1-B3,3,fake,가짜의,,
T-map,Basic,B1-B3,3,favor,부탁,,
T-map,Basic,B1-B3,3,favorite,가장 좋아하는,,
T-map,Basic,B1-B3,3,free of charge,무료로,,
T-map,Basic,B1-B3,3,handle,손잡이,,
T-map,Basic,B1-B3,3,horrible,못된,,
T-map,Basic,B1-B3,3,I think differently.,나는 다르게 생각해,,
T-map,Basic,B1-B3,3,I'm glad I ran into you.,너를 우연히 만나서 기뻐,,
T-map,Basic,B1-B3,3,improve,"개선하다, 나아지게 하다",,
T-map,Basic,B1-B3,3,least,가장 ~않게,,
T-map,Basic,B1-B3,3,lit,(불이) 켜진,,
T-map,Basic,B1-B3,3,locker,개인 사물함,,
T-map,Basic,B1-B3,3,lower,낮추다,,
T-map,Basic,B1-B3,3,mean,"못된, 심술궂은",,
T-map,Basic,B1-B3,3,mood,기분,,
T-map,Basic,B1-B3,3,muscle,근육,,
T-map,Basic,B1-B3,3,no matter how,아무리 ~해도,,
T-map,Basic,B1-B3,3,orphanage,고아원,,
T-map,Basic,B1-B3,3,pain,고통,,
T-map,Basic,B1-B3,3,physical,신체적인,,
T-map,Basic,B1-B3,3,play a trick on,"~에게 장난을 치다, 속임수를 쓰다",,
T-map,Basic,B1-B3,3,reduce,감소시키다,,
T-map,Basic,B1-B3,3,release,"방출하다, 분비하다",,
T-map,Basic,B1-B3,3,sit around,빈둥거리다,,
T-map,Basic,B1-B3,3,spirits,기분,,
T-map,Basic,B1-B3,3,squeeze A into B,A를 B에 꽉 눌러 담다,,
T-map,Basic,B1-B3,3,stay,"(~인 채로) 있다, 머무르다",,
T-map,Basic,B1-B3,3,transportation,교통(편),,
T-map,Basic,B1-B3,3,try ~ing,~을 해보다,,
T-map,Basic,B1-B3,4,a series of,연속된,,
T-map,Basic,B1-B3,4,Are we almost there?,저희 거의 다 온 건가요?,,
T-map,Basic,B1-B3,4,artificial,인공의,,
T-map,Basic,B1-B3,4,astronaut,우주비행사,,
T-map,Basic,B1-B3,4,attack,공격,,
T-map,Basic,B1-B3,4,be likely to,~할 것으로 예상되다,,
